country_code,product_category,total_revenue,average_basket_size,number_of_unique_customers
BR,grocery,173423.52,59.10822,2473
BR,sports,168203.11,59.944088,2419
DE,books,171463.55,59.660248,2460
DE,electronics,167293.25,59.57737,2385
DE,fashion,169161.81,60.37181,2404
DE,grocery,169798.5,60.148247,2405
DE,sports,176336.27,61.20662,2472
FR,books,175448.02,61.06788,2447
FR,electronics,165192.16,58.14578,2445
FR,fashion,174216.22,59.601852,2479
FR,grocery,171300.7,60.126606,2435
FR,sports,170779.19,60.154697,2429
IN,books,174494.39,61.097477,2454
IN,electronics,175330.53,60.18899,2503
IN,fashion,169130.2,59.51098,2435
IN,grocery,171026.7,60.030434,2474
IN,sports,173355.2,60.6986,2465
JP,books,174829.69,60.620556,2472
JP,electronics,177942.2,61.317093,2463
JP,fashion,173269.7,59.934177,2472
JP,grocery,173565.81,59.62412,2487
JP,sports,174050.3,60.162563,2491
NG,books,171133.06,60.385696,2449
NG,electronics,173509.36,59.7484,2499
NG,fashion,171429.73,59.627735,2459
NG,grocery,176511.73,61.76058,2453
NG,sports,176745.27,61.540833,2458
US,books,174962.53,60.47789,2474
US,electronics,167800.48,59.168015,2453
US,fashion,171197.25,59.964012,2455
US,grocery,166520.31,60.641045,2398
US,sports,166474.2,59.24349,2391
BR,books,168458.45,58.798763,2450
BR,electronics,169670.83,58.648746,2463
BR,fashion,172040.94,60.706047,2431
BR,grocery,168516.9,59.21184,2423
BR,sports,175728.4,60.700657,2476
DE,books,169443.6,60.001274,2420
DE,electronics,168572.62,60.812634,2399
DE,fashion,176863.45,61.071636,2473
DE,grocery,170381.66,59.283806,2456
DE,sports,170065.66,59.009598,2467
FR,books,168043.72,59.505566,2406
FR,electronics,174335.3,60.344513,2503
FR,fashion,169815.42,59.920757,2437
FR,grocery,168657.39,60.27784,2392
FR,sports,173546.88,59.88505,2477
IN,books,168037.98,60.423584,2393
IN,electronics,175911.38,59.449604,2531
IN,fashion,173928.05,59.913208,2480
IN,grocery,172614.1,60.186226,2449
IN,sports,172984.81,60.61136,2440
JP,books,173066.27,60.874523,2432
JP,electronics,166199.47,58.213474,2441
JP,fashion,175960.2,59.9728,2500
JP,grocery,169161.5,59.168064,2467
JP,sports,168501.64,59.08192,2413
NG,books,171497.7,60.322792,2440
NG,electronics,169713.03,58.785255,2474
NG,fashion,174688.05,59.98903,2477
NG,grocery,170946.36,60.683834,2429
NG,sports,172388.77,59.650093,2496
US,books,169675.28,60.57668,2410
US,electronics,172662.78,60.01487,2467
US,fashion,171308.8,61.42302,2410
US,grocery,167085.94,60.102856,2392
US,sports,173059.7,60.257557,2470
BR,books,161750.98,59.752857,2318
BR,electronics,176543.92,60.940254,2474
BR,fashion,182622.55,61.180084,2576
BR,grocery,171223.66,60.696087,2411
BR,sports,169393.98,59.540943,2471
DE,books,169361.75,59.258835,2447
DE,electronics,169295.84,60.03399,2445
DE,fashion,175724.62,61.657764,2437
DE,grocery,174611.81,60.84035,2441
DE,sports,175778.67,62.24457,2404
FR,books,168944.98,59.82471,2402
FR,electronics,177816.4,61.105293,2486
FR,fashion,175933.69,60.045628,2499
FR,grocery,172235.66,60.159153,2444
FR,sports,168236.38,59.468494,2420
IN,books,166651.53,58.970818,2441
IN,electronics,168511.77,59.840824,2415
IN,fashion,175939.38,59.139286,2531
IN,grocery,178347.3,60.827866,2528
IN,sports,166843.83,60.341347,2359
JP,books,169400.48,60.608402,2411
JP,electronics,170616.6,59.20076,2439
JP,fashion,170625.12,59.72178,2443
JP,grocery,168490.08,59.223225,2452
JP,sports,180303.31,61.705444,2487
NG,books,163579.78,58.651768,2392
NG,electronics,168869.69,60.074596,2423
NG,fashion,171372.73,59.52509,2476
NG,grocery,169048.38,60.22386,2430
NG,sports,175178.06,60.01304,2485
US,books,165343.6,59.412,2363
US,electronics,173997.66,61.051807,2464
US,fashion,178119.55,61.335934,2485
US,grocery,181375.27,61.399887,2487
US,sports,170334.31,59.640865,2450
BR,books,161893.55,59.71728,2332
BR,electronics,168053.2,58.945354,2420
BR,fashion,176871.4,60.969116,2486
BR,grocery,177766.44,60.629753,2485
BR,sports,175857.8,60.307888,2529
DE,books,173545.4,59.822617,2510
DE,electronics,173640.8,60.229206,2499
DE,fashion,173952.58,60.004337,2499
DE,grocery,178912.73,61.376583,2487
DE,sports,177301.44,60.30661,2531
FR,books,175363.3,61.337284,2464
FR,electronics,169881.28,60.134968,2409
FR,fashion,170694.8,59.558548,2474
FR,grocery,164465.52,60.643627,2364
FR,sports,171222.27,59.18502,2457
IN,books,170921.45,60.78288,2431
IN,electronics,167468.61,58.65801,2471
IN,fashion,168549.19,60.45523,2393
IN,grocery,170911.38,60.264942,2456
IN,sports,173068.66,60.47123,2456
JP,books,170325.8,60.635742,2411
JP,electronics,167484.2,59.01487,2436
JP,fashion,174377.19,60.067924,2476
JP,grocery,173714.73,60.338566,2474
JP,sports,172446.31,60.507477,2441
NG,books,169492.22,59.575474,2412
NG,electronics,173758.45,60.543015,2441
NG,fashion,172643.92,59.883427,2438
NG,grocery,175085.84,59.55301,2507
NG,sports,179188.9,61.534653,2469
US,books,173027.2,59.623432,2493
US,electronics,174273.06,61.21288,2437
US,fashion,167702.9,60.00104,2376
US,grocery,171084.88,60.90597,2392
US,sports,166210.66,60.19944,2407
BR,books,172226.12,60.965,2426
BR,electronics,174149.86,60.573864,2475
BR,fashion,169021.5,59.1812,2426
BR,grocery,173951.73,60.631485,2464
BR,sports,175948.78,60.776783,2492
DE,books,172064.48,61.3202,2424
DE,electronics,173251.92,59.76265,2466
DE,fashion,169091.23,59.43453,2437
DE,grocery,168425.95,59.43047,2412
DE,sports,172837.34,60.411514,2474
FR,books,171477.9,59.66524,2460
FR,electronics,174145.33,60.53018,2475
FR,fashion,168474.45,59.30111,2429
FR,grocery,171252.33,59.878437,2440
FR,sports,171566.23,60.49585,2412
IN,books,166562.05,59.871334,2368
IN,electronics,169356.52,59.864445,2413
IN,fashion,175875.77,58.256298,2591
IN,grocery,170093.6,60.316875,2444
IN,sports,168544.38,60.453506,2401
JP,books,175030.22,60.0035,2512
JP,electronics,170536.38,58.988716,2479
JP,fashion,168952.81,58.807106,2458
JP,grocery,175890.56,59.725147,2516
JP,sports,168978.27,60.177444,2416
NG,books,173244.08,60.830082,2440
NG,electronics,165436.1,58.4167,2430
NG,fashion,168393.3,58.673622,2460
NG,grocery,170798.19,60.395397,2413
NG,sports,172809.89,60.57129,2448
US,books,169775.53,60.118813,2431
US,electronics,173611.28,60.093903,2494
US,fashion,171419.5,60.168304,2453
US,grocery,175811.34,60.333336,2485
US,sports,168672.47,60.936584,2381
BR,books,172497.05,60.482834,2435
BR,electronics,162487.45,58.55404,2384
BR,fashion,167505.05,58.897697,2415
BR,grocery,171199.52,60.387836,2423
BR,sports,157924.58,58.83926,2321
DE,books,177540.9,60.552834,2488
DE,electronics,166207.14,59.572453,2397
DE,fashion,176239.48,60.027073,2532
DE,grocery,167711.39,59.241043,2418
DE,sports,172592.06,60.03202,2467
FR,books,170713.06,59.68988,2464
FR,electronics,171826.55,60.058212,2450
FR,fashion,168090.53,59.733665,2398
FR,grocery,169657.42,59.928444,2448
FR,sports,167534.2,59.32514,2424
IN,books,170441.81,59.615883,2411
IN,electronics,172509.56,60.444836,2453
IN,fashion,166603.56,59.56509,2380
IN,grocery,167654.38,59.388725,2426
IN,sports,167311.4,59.732742,2379
JP,books,169428.1,59.448456,2453
JP,electronics,177223.95,59.671364,2544
JP,fashion,166780.25,60.187748,2363
JP,grocery,174911.48,60.6279,2453
JP,sports,180667.4,60.082275,2563
NG,books,170620.67,58.93633,2471
NG,electronics,173824.11,59.85679,2466
NG,fashion,175698.11,60.690193,2469
NG,grocery,171529.97,59.600407,2444
NG,sports,176073.1,60.861767,2501
US,books,178021.83,60.122196,2505
US,electronics,170663.81,59.114586,2475
US,fashion,173113.44,59.224575,2514
US,grocery,170209.4,60.01742,2429
US,sports,164608.06,59.489723,2392
BR,books,169673.62,59.409534,2450
BR,electronics,163790.02,58.74821,2372
BR,fashion,170906.34,59.15761,2448
BR,grocery,168129.72,59.982063,2418
BR,sports,170914.77,60.202454,2432
DE,books,170335.2,59.934975,2442
DE,electronics,171423.98,60.745564,2429
DE,fashion,173075.84,59.887836,2469
DE,grocery,170778.45,60.473957,2416
DE,sports,171519.73,61.47661,2378
FR,books,174088.1,60.679016,2449
FR,electronics,173819.98,61.35545,2416
FR,fashion,172690.94,58.838478,2493
FR,grocery,169616.56,60.062523,2400
FR,sports,173154.44,60.081345,2438
IN,books,175355.64,59.44259,2528
IN,electronics,169033.7,58.978962,2447
IN,fashion,171307.83,59.83508,2441
IN,grocery,169543.4,59.782585,2406
IN,sports,169041.16,60.414993,2399
JP,books,174100.02,60.013794,2463
JP,electronics,174047.9,59.99583,2460
JP,fashion,173871.98,60.70949,2444
JP,grocery,174275.94,61.343166,2411
JP,sports,172731.33,59.810017,2469
NG,books,173182.6,60.78715,2441
NG,electronics,166240.67,58.99243,2439
NG,fashion,174571.4,60.42624,2487
NG,grocery,167647.28,58.885593,2444
NG,sports,172993.19,61.236526,2420
US,books,168607.78,58.95377,2448
US,electronics,171803.16,59.571136,2469
US,fashion,167121.39,58.99096,2437
US,grocery,174768.06,60.473377,2487
US,sports,173430.55,59.577652,2498
BR,books,169968.81,58.955536,2461
BR,electronics,170253.1,59.737926,2457
BR,fashion,175833.58,60.155174,2496
BR,grocery,171071.12,60.987923,2416
BR,sports,163987.19,59.094482,2384
DE,books,172812.34,59.90029,2441
DE,electronics,166083.7,59.42172,2400
DE,fashion,167041.66,60.15184,2386
DE,grocery,171003.45,60.639523,2440
DE,sports,168610.55,60.47724,2399
FR,books,171510.86,60.45501,2451
FR,electronics,169524.52,60.115078,2442
FR,fashion,171859.55,60.027786,2445
FR,grocery,170026.06,60.07988,2406
FR,sports,171079.0,58.548595,2490
IN,books,169432.05,59.30418,2412
IN,electronics,173252.9,60.875935,2420
IN,fashion,171223.1,59.80548,2449
IN,grocery,171792.08,60.130234,2416
IN,sports,174523.7,59.26102,2497
JP,books,171216.55,60.30875,2418
JP,electronics,172626.92,61.476826,2398
JP,fashion,170859.62,59.929718,2468
JP,grocery,177069.14,61.31203,2474
JP,sports,175051.23,61.121243,2436
NG,books,177184.89,59.698414,2524
NG,electronics,170308.98,60.32908,2431
NG,fashion,171828.69,60.375504,2444
NG,grocery,172966.7,60.078743,2439
NG,sports,175763.11,62.772537,2401
US,books,169862.05,59.144165,2482
US,electronics,174368.17,60.106228,2483
US,fashion,174710.2,59.893795,2472
US,grocery,172656.23,60.09615,2446
US,sports,176685.17,60.302105,2485
BR,books,171077.31,60.451347,2408
BR,electronics,172336.64,59.549633,2467
BR,fashion,176237.0,62.055283,2420
BR,grocery,168782.56,59.388657,2425
BR,sports,168031.33,59.58558,2397
DE,books,163247.73,59.60122,2347
DE,electronics,167814.8,60.4956,2403
DE,fashion,174434.86,61.098022,2428
DE,grocery,173616.06,61.435265,2411
DE,sports,174013.34,60.71645,2446
FR,books,174191.31,59.880135,2456
FR,electronics,175315.45,59.895954,2509
FR,fashion,180610.95,61.81073,2504
FR,grocery,171392.4,59.801956,2458
FR,sports,163860.14,58.251026,2402
IN,books,174027.42,61.169567,2448
IN,electronics,176723.39,60.771454,2507
IN,fashion,166903.8,58.81036,2415
IN,grocery,170256.8,59.572006,2456
IN,sports,170705.86,60.171257,2426
JP,books,169166.05,59.252556,2460
JP,electronics,172042.31,60.112617,2449
JP,fashion,171551.44,60.490635,2428
JP,grocery,167786.4,58.50293,2471
JP,sports,171639.83,59.721584,2480
NG,books,171805.95,60.94571,2431
NG,electronics,167290.66,58.330074,2475
NG,fashion,172470.78,60.814804,2423
NG,grocery,170348.38,61.16638,2437
NG,sports,175619.17,61.106182,2426
US,books,169143.66,59.64163,2420
US,electronics,166647.22,58.78209,2447
US,fashion,176642.03,59.636066,2520
US,grocery,176954.0,60.829838,2483
US,sports,175597.36,59.083904,2535
BR,books,175022.2,60.373302,2479
BR,electronics,182485.5,62.027702,2506
BR,fashion,171276.02,60.223633,2423
BR,grocery,181810.53,61.153896,2514
BR,sports,169919.12,59.308594,2468
DE,books,173702.66,59.223545,2514
DE,electronics,165386.17,59.944244,2369
DE,fashion,163485.73,58.70224,2398
DE,grocery,164025.7,58.85386,2407
DE,sports,165446.27,59.130188,2414
FR,books,177663.55,59.859684,2538
FR,electronics,177313.42,61.01632,2476
FR,fashion,171908.84,60.234352,2441
FR,grocery,174824.02,61.363293,2449
FR,sports,170066.4,60.11538,2432
IN,books,165906.39,58.978455,2425
IN,electronics,169725.7,58.91208,2443
IN,fashion,171633.34,60.074673,2415
IN,grocery,173368.6,59.90622,2476
IN,sports,166162.67,58.446243,2427
JP,books,164325.16,59.02484,2368
JP,electronics,170587.45,59.79231,2429
JP,fashion,173288.62,60.295277,2433
JP,grocery,161337.98,58.47698,2393
JP,sports,169062.45,59.48714,2445
NG,books,169577.5,58.860638,2423
NG,electronics,170919.64,60.9122,2407
NG,fashion,174640.2,60.977726,2473
NG,grocery,168079.6,60.591057,2379
NG,sports,170766.69,60.150295,2438
US,books,170568.02,59.639168,2428
US,electronics,170683.78,58.795654,2478
US,fashion,172582.47,61.09114,2405
US,grocery,175879.88,59.70125,2520
US,sports,177796.9,61.077606,2468
BR,books,178921.98,60.982273,2505
BR,electronics,172018.84,60.80553,2448
BR,fashion,170170.56,59.230965,2461
BR,grocery,172109.23,59.697964,2445
BR,sports,175956.4,60.32102,2486
DE,books,167406.02,59.469276,2397
DE,electronics,171624.64,59.882988,2487
DE,fashion,174684.53,60.153076,2498
DE,grocery,171337.36,59.595604,2441
DE,sports,174533.02,59.751118,2462
FR,books,173181.98,59.34955,2513
FR,electronics,172712.73,60.346867,2442
FR,fashion,168039.11,60.207493,2415
FR,grocery,171236.12,62.177242,2371
FR,sports,165469.84,60.10528,2378
IN,books,165851.9,59.61607,2367
IN,electronics,176884.12,60.411243,2477
IN,fashion,171737.78,59.465992,2483
IN,grocery,176960.38,59.18407,2495
IN,sports,158458.06,58.68817,2318
JP,books,172912.9,60.311443,2473
JP,electronics,175945.06,60.524616,2477
JP,fashion,165657.81,59.39685,2386
JP,grocery,178188.14,60.773582,2518
JP,sports,169614.11,59.26419,2459
NG,books,171058.67,59.49867,2454
NG,electronics,171902.55,61.066624,2435
NG,fashion,167811.25,59.402214,2439
NG,grocery,166819.95,59.578556,2404
NG,sports,167683.44,60.5574,2406
US,books,169994.44,60.53933,2418
US,electronics,176983.6,61.303635,2468
US,fashion,175674.3,61.532154,2456
US,grocery,177099.77,60.033817,2507
US,sports,168109.45,58.452522,2451
BR,books,167403.33,60.434414,2374
BR,electronics,169735.66,59.808193,2433
BR,fashion,172030.77,61.373802,2430
BR,grocery,164505.1,58.856922,2402
BR,sports,165214.75,59.068554,2434
DE,books,171516.44,59.63715,2449
DE,electronics,170920.34,59.82511,2457
DE,fashion,172354.16,60.305862,2472
DE,grocery,169598.66,59.67581,2436
DE,sports,171873.55,60.011715,2465
FR,books,181222.8,60.14696,2546
FR,electronics,170761.81,59.769623,2466
FR,fashion,174543.78,59.754803,2475
FR,grocery,170130.52,60.52313,2416
FR,sports,169542.53,59.259884,2443
IN,books,172361.83,60.797825,2440
IN,electronics,170640.25,60.233055,2426
IN,fashion,172831.36,59.803238,2482
IN,grocery,167702.0,58.92551,2432
IN,sports,177656.58,59.97859,2517
JP,books,165511.3,58.608818,2412
JP,electronics,167208.3,59.653336,2405
JP,fashion,170466.78,59.791927,2432
JP,grocery,172263.2,60.022022,2455
JP,sports,169088.16,59.03916,2474
NG,books,173258.23,59.2944,2497
NG,electronics,172734.9,59.64603,2474
NG,fashion,171038.39,59.4296,2466
NG,grocery,169169.86,60.98409,2396
NG,sports,172312.88,60.69492,2416
US,books,167504.55,59.525425,2392
US,electronics,170332.27,59.997276,2411
US,fashion,176115.78,61.13009,2490
US,grocery,174953.97,60.039112,2533
US,sports,172241.4,59.352657,2475
BR,books,168282.92,59.46393,2443
BR,electronics,176212.28,60.720978,2499
BR,fashion,167424.55,58.99385,2441
BR,grocery,166675.11,59.569374,2404
BR,sports,169855.14,60.923653,2398
DE,books,166364.2,60.167885,2362
DE,electronics,176959.95,59.66283,2531
DE,fashion,171876.27,61.035606,2430
DE,grocery,167647.19,59.745968,2420
DE,sports,166012.05,58.025883,2490
FR,books,163243.94,60.171005,2355
FR,electronics,177542.38,61.412098,2475
FR,fashion,169152.4,59.707874,2438
FR,grocery,181671.38,60.820683,2548
FR,sports,175557.23,60.47442,2519
IN,books,171368.16,60.002857,2437
IN,electronics,171676.12,60.44934,2469
IN,fashion,167716.84,59.076027,2452
IN,grocery,170352.27,60.237717,2405
IN,sports,171143.2,60.45327,2443
JP,books,171548.27,59.91906,2459
JP,electronics,171805.58,60.367386,2408
JP,fashion,172630.53,60.444862,2483
JP,grocery,168442.5,59.45729,2442
JP,sports,176623.58,60.63288,2501
NG,books,173547.03,61.215885,2420
NG,electronics,166456.02,58.0593,2477
NG,fashion,174823.11,60.200794,2484
NG,grocery,171678.2,59.901676,2458
NG,sports,171719.42,59.874275,2425
US,books,176793.95,60.42172,2517
US,electronics,179207.97,61.18401,2490
US,fashion,166310.94,59.248642,2398
US,grocery,170100.36,59.227146,2470
US,sports,177245.23,60.617386,2461
BR,books,170077.69,60.504337,2420
BR,electronics,170707.4,59.60454,2457
BR,fashion,176019.34,60.218727,2492
BR,grocery,166842.1,59.864403,2390
BR,sports,172501.88,60.02153,2452
DE,books,178573.77,60.84285,2461
DE,electronics,177223.27,60.46512,2493
DE,fashion,174283.66,60.494152,2479
DE,grocery,179593.98,61.190456,2514
DE,sports,175967.86,60.804375,2476
FR,books,167255.61,59.500393,2394
FR,electronics,177577.86,60.668896,2519
FR,fashion,170053.67,60.560425,2420
FR,grocery,165260.98,57.3027,2480
FR,sports,164706.25,60.287792,2358
IN,books,178857.83,61.59016,2478
IN,electronics,167877.7,60.214386,2367
IN,fashion,166447.94,59.765865,2397
IN,grocery,174519.56,60.013603,2476
IN,sports,172441.38,59.31936,2490
JP,books,173501.02,59.418156,2501
JP,electronics,170564.34,60.80725,2399
JP,fashion,171127.34,59.918537,2445
JP,grocery,169694.3,59.941467,2420
JP,sports,174251.19,61.248222,2443
NG,books,178136.56,61.23636,2477
NG,electronics,171307.27,59.60587,2474
NG,fashion,170385.16,60.16425,2439
NG,grocery,166568.36,60.111282,2378
NG,sports,173421.02,60.090443,2497
US,books,171621.47,58.334965,2517
US,electronics,164182.2,58.741398,2392
US,fashion,167782.06,59.370865,2428
US,grocery,166127.69,59.48002,2375
US,sports,167458.69,59.256435,2422
BR,books,166871.22,59.724846,2400
BR,electronics,171255.12,60.450096,2437
BR,fashion,167391.12,59.86807,2383
BR,grocery,171156.73,61.19297,2372
BR,sports,171018.19,60.51599,2413
DE,books,173165.69,61.319294,2449
DE,electronics,169914.9,59.598354,2418
DE,fashion,177169.81,61.645725,2478
DE,grocery,172430.84,59.70597,2483
DE,sports,167947.31,59.89562,2412
FR,books,168560.12,59.857998,2414
FR,electronics,170915.75,59.345745,2440
FR,fashion,172961.05,61.052258,2443
FR,grocery,175712.78,60.80027,2470
FR,sports,174334.16,58.383842,2559
IN,books,174286.94,59.68731,2478
IN,electronics,176584.34,59.576363,2509
IN,fashion,177519.3,60.752666,2526
IN,grocery,169386.69,60.38741,2386
IN,sports,166698.88,59.684525,2402
JP,books,179760.34,60.403343,2556
JP,electronics,174414.62,60.288498,2483
JP,fashion,171907.81,60.107628,2454
JP,grocery,166862.22,58.5687,2432
JP,sports,169814.6,59.83601,2437
NG,books,169487.27,58.625828,2459
NG,electronics,168277.94,59.504223,2408
NG,fashion,168971.08,60.02525,2449
NG,grocery,172390.6,58.7762,2475
NG,sports,170817.89,61.644855,2399
US,books,163982.08,60.599438,2356
US,electronics,178412.38,60.76716,2511
US,fashion,174335.7,61.21338,2444
US,grocery,175913.7,61.038757,2444
US,sports,174296.19,60.561565,2482
BR,books,169486.4,60.682568,2411
BR,electronics,178310.33,61.002506,2515
BR,fashion,169243.1,59.866676,2417
BR,grocery,167067.48,59.8165,2422
BR,sports,169536.64,59.257828,2472
DE,books,169185.62,59.093826,2452
DE,electronics,167463.27,60.238586,2382
DE,fashion,180335.69,61.33867,2491
DE,grocery,171343.8,60.63121,2425
DE,sports,163731.52,59.647182,2369
FR,books,164499.62,59.300514,2406
FR,electronics,176628.92,59.55122,2557
FR,fashion,177367.8,60.993053,2489
FR,grocery,172427.4,60.163086,2453
FR,sports,164293.89,59.183678,2396
IN,books,174182.55,61.181084,2446
IN,electronics,167326.47,58.87631,2414
IN,fashion,174420.83,59.71271,2492
IN,grocery,172497.22,59.563957,2473
IN,sports,176353.56,61.404446,2472
JP,books,168024.98,59.731598,2398
JP,electronics,177957.69,60.202194,2508
JP,fashion,173673.77,59.59978,2460
JP,grocery,166871.27,60.6584,2379
JP,sports,174198.4,60.78102,2441
NG,books,169346.06,60.87206,2387
NG,electronics,172247.69,59.601276,2499
NG,fashion,170647.08,59.876167,2438
NG,grocery,169553.64,59.077923,2459
NG,sports,168597.23,59.95634,2412
US,books,174053.8,60.5194,2478
US,electronics,171318.44,59.116093,2430
US,fashion,177387.0,60.192398,2532
US,grocery,173231.02,60.19146,2475
US,sports,173542.53,60.299698,2469
BR,books,171228.3,60.03797,2445
BR,electronics,174177.45,60.689007,2460
BR,fashion,170737.61,59.907932,2441
BR,grocery,175705.45,60.276314,2475
BR,sports,176228.83,61.084515,2486
DE,books,172409.61,60.600918,2437
DE,electronics,168686.2,59.6908,2412
DE,fashion,168767.56,59.05093,2470
DE,grocery,177623.98,59.806057,2506
DE,sports,166852.28,60.30079,2352
FR,books,167570.72,59.42224,2417
FR,electronics,170834.55,60.644142,2413
FR,fashion,175923.94,60.309887,2516
FR,grocery,167248.64,59.51909,2420
FR,sports,178789.02,59.123352,2561
IN,books,169897.98,59.09495,2468
IN,electronics,171369.16,60.42636,2427
IN,fashion,178414.48,59.850548,2559
IN,grocery,171377.7,59.6719,2460
IN,sports,166487.05,59.142822,2405
JP,books,168699.81,59.151405,2430
JP,electronics,170361.69,59.81801,2431
JP,fashion,170509.48,59.473137,2446
JP,grocery,164146.8,59.216015,2361
JP,sports,174899.95,60.750244,2467
NG,books,163828.17,58.405766,2408
NG,electronics,172220.81,59.902893,2461
NG,fashion,168886.02,59.825016,2424
NG,grocery,165579.44,59.668266,2402
NG,sports,174342.16,60.159473,2472
US,books,173761.78,60.73463,2459
US,electronics,160600.58,58.5706,2372
US,fashion,172930.8,60.826874,2426
US,grocery,175639.48,60.607136,2483
US,sports,171392.3,59.990303,2471
BR,books,168049.48,59.255814,2449
BR,electronics,168298.6,59.23921,2465
BR,fashion,174615.02,59.77919,2467
BR,grocery,170990.52,59.537086,2478
BR,sports,172902.94,60.244926,2446
DE,books,169538.14,60.248096,2410
DE,electronics,171609.27,59.42149,2483
DE,fashion,171282.27,58.2791,2491
DE,grocery,170610.88,59.48775,2438
DE,sports,165323.28,58.812977,2408
FR,books,166199.3,60.81204,2364
FR,electronics,163045.42,59.332394,2352
FR,fashion,174463.75,59.402027,2536
FR,grocery,170388.67,59.472485,2440
FR,sports,172578.98,59.264763,2493
IN,books,173026.02,60.036785,2465
IN,electronics,169871.86,60.625217,2419
IN,fashion,167568.48,59.253353,2412
IN,grocery,169161.9,59.18891,2450
IN,sports,170442.58,60.526485,2430
JP,books,171951.62,59.540035,2463
JP,electronics,173445.03,59.911926,2461
JP,fashion,167654.42,59.22092,2416
JP,grocery,169242.7,60.10039,2411
JP,sports,167635.97,58.470863,2462
NG,books,170568.62,60.378273,2438
NG,electronics,170941.98,59.79083,2452
NG,fashion,163029.3,57.384476,2425
NG,grocery,172592.58,60.9007,2441
NG,sports,165698.02,58.098885,2447
US,books,177836.56,60.986477,2457
US,electronics,170558.7,59.803192,2431
US,fashion,177422.38,61.86275,2469
US,grocery,177192.39,60.47522,2511
US,sports,173109.95,60.00345,2481
BR,books,166701.39,59.664062,2429
BR,electronics,169230.66,58.760643,2463
BR,fashion,166435.9,59.377777,2383
BR,grocery,177926.19,60.29352,2503
BR,sports,169822.3,59.544987,2447
DE,books,166834.25,60.60089,2378
DE,electronics,174420.4,60.290497,2510
DE,fashion,175631.86,59.98356,2524
DE,grocery,172597.95,60.370045,2483
DE,sports,176497.27,61.092857,2482
FR,books,179619.66,61.916462,2495
FR,electronics,171474.84,59.23138,2469
FR,fashion,167135.11,60.27231,2371
FR,grocery,175118.23,60.95309,2449
FR,sports,173034.33,59.811382,2453
IN,books,169537.03,60.462566,2413
IN,electronics,168123.19,59.554794,2399
IN,fashion,170915.88,60.394302,2425
IN,grocery,169003.38,58.742916,2461
IN,sports,177275.38,60.318264,2522
JP,books,173857.31,60.472107,2459
JP,electronics,170080.12,60.269356,2425
JP,fashion,174605.1,60.85922,2457
JP,grocery,171386.6,59.078453,2480
JP,sports,169111.5,60.18203,2405
NG,books,164555.27,57.718437,2446
NG,electronics,172225.5,59.388103,2462
NG,fashion,172042.2,60.323353,2438
NG,grocery,165090.75,59.59955,2367
NG,sports,166964.6,58.6458,2462
US,books,178682.19,61.213493,2467
US,electronics,167070.81,58.703728,2438
US,fashion,161070.77,58.443672,2384
US,grocery,169251.66,59.67971,2448
US,sports,173261.6,59.012806,2509
BR,books,174817.23,60.427666,2473
BR,electronics,174344.6,60.18108,2469
BR,fashion,165603.16,60.19744,2330
BR,grocery,162061.02,58.71776,2378
BR,sports,180242.25,61.43226,2519
DE,books,178213.98,60.432007,2530
DE,electronics,173479.48,59.82051,2499
DE,fashion,173588.4,59.982174,2481
DE,grocery,170980.0,59.804127,2440
DE,sports,164215.23,58.00609,2436
FR,books,171806.83,60.537994,2436
FR,electronics,172118.42,60.39243,2468
FR,fashion,172300.84,60.43523,2447
FR,grocery,170052.1,59.127987,2462
FR,sports,173707.4,61.59837,2424
IN,books,168673.77,58.935627,2443
IN,electronics,175648.64,60.48507,2474
IN,fashion,169575.31,60.175766,2397
IN,grocery,175746.33,60.04316,2504
IN,sports,172291.03,60.094536,2456
JP,books,174582.02,59.78836,2474
JP,electronics,164213.39,58.773582,2415
JP,fashion,176463.56,61.22955,2462
JP,grocery,176205.97,59.649956,2527
JP,sports,171618.4,60.407745,2428
NG,books,168975.6,59.414764,2455
NG,electronics,169356.56,60.16219,2430
NG,fashion,167762.1,59.680573,2393
NG,grocery,167904.66,61.122917,2327
NG,sports,168434.45,59.28703,2455
US,books,172783.03,60.98942,2411
US,electronics,173344.78,59.918694,2486
US,fashion,168964.58,60.53908,2397
US,grocery,176036.64,61.65907,2449
US,sports,176888.9,61.03827,2471
BR,books,168779.3,59.01374,2449
BR,electronics,177029.53,61.277096,2429
BR,fashion,178940.64,60.53472,2544
BR,grocery,170163.89,60.107346,2412
BR,sports,163184.9,59.556534,2360
DE,books,168399.78,58.798805,2444
DE,electronics,170877.11,59.747242,2432
DE,fashion,161086.28,58.0282,2382
DE,grocery,173444.53,60.286594,2482
DE,sports,173018.9,60.92215,2434
FR,books,171544.06,59.460682,2474
FR,electronics,173177.62,60.006107,2433
FR,fashion,171236.9,59.56066,2443
FR,grocery,175867.89,60.45648,2485
FR,sports,178135.23,60.73482,2489
IN,books,169181.47,60.31425,2412
IN,electronics,171127.3,58.98907,2511
IN,fashion,171731.83,59.836872,2442
IN,grocery,171610.2,59.81534,2464
IN,sports,167015.88,59.309616,2413
JP,books,179542.23,60.92373,2514
JP,electronics,173184.7,61.196007,2429
JP,fashion,174464.55,61.626472,2431
JP,grocery,164387.67,58.026005,2438
JP,sports,171744.3,60.092476,2449
NG,books,170436.7,61.022808,2403
NG,electronics,169106.66,59.004417,2475
NG,fashion,172509.88,60.871517,2438
